title,review,score,mall,date,reviewer
최고예요,삼성 비스포크 주문했다가 용량이 커서 현과문으로 들어오지 않아서 취소하고 다른제품 알아보다가 엘지디오스로 구매했습니다. 딱 맞는크기에 4도어.아니5도어군요ㅋ크기도 주방에 딱 맞고 좋습니다.두식구 쓰기엔 부족함이 없네요. 배송도 지정 요일에 와주시고 감사합니다.주문번호202007044787143입니다. 사은품 배송 부탁드립니다^^,100점,11번가,2020.07.11.,na****
최고예요,입주한 아파트의 냉장고장이 얕아서 다른 냉장고는 거의 앞으로 튀어나오는 구조입니다. 이 냉장고는 알맞게 쏙 들어가서 까다로운 저의 취향에 딱이더라구요. 홈바가 넉넉하고 크면서도 안에도 생각보다 넉넉하고 2인식구 기준으로 냉동고도 작지 않습니다. 배송이 오래걸렸지만 기사님 친절하시고 설치후 외관깔끔하고 이뻐서 대만족입니다.,100점,11번가,2020.10.09.,ib****
최고예요,4도어 냉장고를 이가격에 너무만족스럽네요 기본기능에 충실하고 필요한 것만 넣고 사용하려고 세미빌트인으로 구매했는데 수납도 많이 할수있고 디자인도 이쁘고 주방공간도 넓어 탁월한 선택인거 같아요 추천!!! 강성비 갑 !!주문번호201905192817792 사은품주세요^^,100점,11번가,2019.05.26.,ha****
최고예요,"지정된 시간에 오시고, 바닥 기스안나게 레드카펫 깔아서 곱게 데려다 주신 기사님들 정말 최고입니다! 상품 굉장히 고급스럽고, 사이즈도 딱이예요! 내부사진이 없는데 , 용량에 비해 생각보다 넓고 상냉장이라 역시 피자한판 거뜬히 그대로 들어가겠네요! 사은품 보내주세요! 주문번호 201812201514512",100점,11번가,2019.01.07.,da****
비스포크 1등급 냉장고 만족합니다.,"구매와 설치 모두 만족스러운 냉장고 였어요.일단 삼성의 정식 센터에서 설치하는 제품이라 믿음직 스러운 면이 굉장히 좋았어요.그리고 설치일도 자유롭게 선택이 가능해요. 저는 이사 때문에 구매 시점에서 한달 가량 지난 시점에서 설치를 받았고 설치 예정일 동안 판매자님께 궁금한 사항도 여러번 남겼는데 그때마다 빠른 응대와 답변을 들을 수 있어서 너무 좋았어요.일단 제품의 장점은 아주 좋은데 압도적인 용량인 900L 냉장고로 수납력이 짱이었습니다.그리고 설치하시는 삼성 직원분이 2024년의 냉장고 부터는 가운데 냉기방지 가드가 하나 추가되었다고 하네요.그리고 오른쪽에는 음료 전용으로 따로 열리는 문이 하나 더 있는데, 사용 하면서 느끼는거지만 그 문이 닫을때 구분력이 조금 없느 편이에요. 예를 들어 문을 닫으면 찰칵 소리가 들리거나 닫는 구분감이 느껴져야 하는데 너무 스무스 하게 닫혀서 이게 닫은건가 싶더라고요.근데 쭉 사용하니 큰 이질감이 없어 쓸거 같아서 전 만족합니다.색상이 가장 걱정했는데 크리미 베이지 매력 있습니다. 흰색이 깔끔하다면 크리미 베이지는 약간의 베이지 색상이 들어가 있어서 어느 공간에서나 튀지 않고 좋은 것 같아요. 흰색이 무난하다면 크리베이지는 약간의 색상이 들어가 있지만 무난한 느낌 입니다. 그리고 해당 모델은 탈취나 여러 기능들이 다소 없는 모델인데, 솔직히 냉장고 여러 기능이 있어도 음식이 상하지 않게 잘 보관되면 좋은 냉장고 아닙니까?그런면에서는 저는 만족합니다. 어플로 등록해 놓으면 장기 문열림, 경보알람등을 알 수 있고 냉장고도 굉장히 짱짱해서 너무 좋습니다.저는 대체적으로 너무 만족해서 쓰고 있어요. 가격대비 짱입니다.",100점,G마켓,2024.10.04.,vg****
최고예요,"완전 잘 구입했어요!!기존에 쓰던 냉장고가 고장나서 구입했습니다. 그동안 광고에서만 봐오던 비스포크로 바꾸기로 결정했어요. 그런데 왜이렇게 가격이 천차만별인 건지……ㅜㅜ 구입처마다, 모델마다 가격이 너무 다르더라고요ㅠ 그래서 저희는 구입 기준을 몇 개 세웠습니다.우선, 전력 사용량이 1등급일 것. 오프라인 매장에서는 2-3등급인 냉장고를 두고 일 년에 전기세 얼마 차이 안난다고 했지만 누진세가 있기 때문에 저희는 오래오래 맘 편하게 쓰려고 1등급을 찾았습니다.둘째는 용량이 클 것. 가전은 거거익선! 엄청 꽉 채우지 않더라도 냉장고가 커야 원하는 것 모두 넣고 맘 편하게 쓸 수 있기 때문에 900l 이상의 용량을 찾았습니다.셋째, 디자인이 깔끔할 것. 비스포크는 일단 디자인이 모두 예쁘지만 그 중 깔끔한 색상을 골랐습니다. 예쁜 색상이 많지만 저희집은 어차피 여러모로 칼라풀하기 때문에 냉장고만이라도 차분하고 깔끔한 색상을 골랐어요.넷째, 가격이 착할 것. 냉장고에 좋은 기능이 많지만 저는 냉장고가 차갑기만 하면 된다고 생각하는 사람이기 때문에 기본에 충실한, 가성비가 좋은 냉장고를찾았습니다.이 네 가지 조건에 부합하는 냉장고를 찾다보니 의외로 선택지가 확 줄더라고요. 그 중 가장 제 조건에 가까운 이 제품을 샀는데 매우 만족스러워요. 디자인도 예쁘고 크기도 크고 ㅋㅋ 냉장고 고장나서 내 돈 내고 바꾼건데도 볼 때 마다 기분이 좋습니다 ㅎㅎㅎㅎ 냉장고 고민하시는 분들 추천드려요!!",100점,11번가,2024.08.25.,in****
"역시 삼성 가전이 제품, 서비스 모두 최고입니다.","오랜 시간 원룸생활을 하면서 내 가전을 갖지 못하고 있다가이번에 드디어 이사를 하면서 가전은 전부 삼성으로 맞췄어요.제품이나 서비스에 있어 삼성에 대한 신뢰가 있어 제게 맞는 제품에 디자인을 선택했는데,마침 지마켓 빅세일과 이사 기간이 겹치면서 혜택을 많이 봤어요. 너무 행복합니다.1인 가구라 딱히 큰 냉장고는 필요없긴 했지만,그래도 살면서 냉장고가 크면 이점이 많을 것 같아 4도어 냉장고를 찾아보는데우드&화이트 인테리어에 딱 적합한 은은한 베이지 색상이 냉장고를 발견!그것도 거의 신상품에 1등급 제품이라 너무 마음에 듭니다.홈바 없는 모델도 있지만 큰 가격 차이 아닌 이상 홈바 편리할 것 같이 이 모델 선택했어요.은은한 베이지아 고급스럽고 설치하니 냉기 엄청납니다.구매하면서 요청한 날짜에 정확하게 배송되었고,전날 기사님께서 확인 연락 주셔서 시간 맞췄어요.당일 기사님 두 분 방문하셔서 집안 내부 손상되지 않도록 중문도 떼 주시고, 바닥에 처리하셔서안전하게 배송, 설치해 주셨습니다.역시 삼성 기사님들 친절하시고 전문적이세요.이런 부분 때문에 삼성 제품 사용하게 되는 것 같아요.",100점,G마켓,2024.05.27.,s*****
2년 전에 비스포크 김치냉장고 부모님댁에 주문해드렸었는...,2년 전에 비스포크 김치냉장고 부모님댁에 주문해드렸었는데 냉장고도 꼭 바꿔드리고 싶었거든요다행히 이번에 기회가 되서 찾아보다가 가격대가 너무 좋아서 구매했어요 1등급 인데다가 푸드쇼케이스까지 있는 제품인데 기본형보다 저렴하더라구요 검색에 나오는 가격이랑 상품페이지 가격이 달라서 문의드렸더니 바로 수정해주셔서 감사했습니다 덕분에 진짜 저렴히 구매했어요7월19일 금요일 오전에 구매했고 23일 화요일 설치예정이었는데 그날 오셨구요 설치에 좀 아쉬웠던건 저녁 7시에서 7시30분 사이에 오신다고 하셨는데 밤10시 넘어서 오셨다고해요 아랫층이랑 다른집에 피해주실까봐 걱정 이셨다고... 그리고 부모님께서 일찍 주무시는데 너무 늦게오시고 연락도 없으셔서 그것도 엄마가 전화를 두 번이나 드렸다고 하네요 바쁘신건 이해하지만 미리 연락이라도 주셨으면 좋았을 것 같아요판매자님은 답도 빠르시고 친절하셔서 넘 좋았습니다김치냉장고랑 색상을 맞추고 싶었는데 최신형이 용량도 더 크고 좋은것같아 고민하다 구매했는데 은은한 베이지라 이쁘네요 반무광? 이라고 생각하시면 될 것같아요좋은 제품 감사합니다^^엄마가 무척 좋아하시니까 저도 기분 좋네요~,100점,옥션,2024.07.27.,ba****
빠른배송 품질만족,"냉장고 수리비가 60만원이라고 해서 구입하는게 낫다는 AS기사님의 말에 부랴부랴 알아보고 마침 9월3일 삼성전자 라이브방송보며 구입했어요. 요즘 여러가지 옵션이 많이 생겨 2백만원대는 물론 4백만원대까지 가격대가 높았지만, 사실 냉장고는 냉동,냉장만 잘되면 된다는 생각에 특별한 옵션은 필요없었지만 물꺼낼때는 쇼케이스 있으면 문열때 가볍고 큰힘들이지않아도되어 쇼케이스옵션만 생각했습니다. 비슷한 가격대의 LG와 고민했지만 매장에서 직접 본결과 쇼케이스 문열림이 좀더 부드럽고 용량이 더 큰 삼성으로 결정해서 주문했고 9월5일 바로 받았습니다. 배송시간도 4시이후로 부탁드리니 잘 맞추어 주셔서 너무감사했습니다. 4일동안 사용후기는 우선 작동이 잘되어 좋고 이전 냉장고도 소음은 있었으나 소음소리가 조금 달라서 낯설지만 익숙해져야하는 부분일거같습니다. 용량이 900리터가 넘어서 충분하고 4도어는 처음인데 양문형보다 좋으네요~냉동고도 서랍형태라 안쪽물건 꺼내지도 수월합니다. 아주만족합니다.",100점,G마켓,2024.09.09.,cc****
라이브 할인가에 좋은제품 합리적인 가격에 잘샀어요!,"기존 16년을 사용한 지펠 냉장고가 오늘 내일 하는거같아서 대참사 일어나기 전에 부랴부랴 냉장고를 알아봤습니다.여러 모델을 고민하던 중 해당 제품을 선택했는데도어 쿨링, 쇼케이스 등 핵심적인 요소 다 있고 902L 라는 대용량으로 아주 만족스러운 제품을 라이브 할인가로 150만원대 라는 합리적인 가격대에 잘 구매했습니다.이 모델과 고민한 23년형 비스포크 모델이 있었는데 어차피 냉동칸을 많이 사용해서 우측 하칸 변온 냉동칸을 냉동으로 고정하고 쓸거같아서 필수적인 기능이 있고 냉장고 본연의 기능에 집중한 24년형 비스포크 냉장고로 결정하였습니다!탈취가 없다는게 조금 아쉽지만 가격을 생각하니 모두 용서가 가능했습니다.삼성 비스포크 4도어 냉장고 가격이 양문형 냉장고 가격이니 아주 만족스러운 구매였습니다.",100점,G마켓,2024.09.08.,tn****
최고예요,"13년째 사용하던 엘지 냉장고 문틈으로 냉기가 새어나와 교체하게 되었습니다.아무래도 냉장고 크기와 종류는 부엌살림 라이프 스타일과 연관이 깊어서 기존 것과 비슷한 것을 사야겠더라구요.냉장고 선택 기준은1. 제조국이 대한민국 가전은 오래 쓸거라 잔고장 없도록 대한민국 제조2. 매직스페이스(푸드쇼케이스) 기능이 있을 것 자주 사용하는 양념과 음료, 약종류 보관가능한 곳3. 문짝 소재가 일체형으로 되어있을 것 예전 냉장고의 문 겉에 붙어있던 유리가 접착력이 떨어지니 점점 주저앉음4. 소비전력효율 1등급 조건에 맞추다보니 생각보다 선택의 폭이 좁았어요. 결국 가성비 좋고 기본 기능에 충실한 삼성 비스포크로 선택하였습니다. 다음날 바로 전화와서 희망 배송일과 시간을 지정할 수 있었고, 배송 기사분들도 비오는 날이고 구축아파트 엘베가 작아서 고생이 많으셨는데 친절히 배송 잘 해주셨습니다.냉장고 교체가 처음인데, 이사할 때처럼 냉장고를 좀 비워두는 것이 도움이 될 것 같아요. 새 냉장고에 냉기가 찰 때까지 기다려야 하다보니 생각보다 음식을 오래 꺼내두어야 하더라구요. 예쁜 새 냉장고 오래 오래 잘 쓸 수 있길요.",100점,11번가,2024.09.15.,lo****
최고예요,"집에 냉장고가 구입한지 12년 되었는데요,냉기가 자꾸 새나오더니 바닥에 물까지 고이더라구요.집안 가전은 믿고 살수 있는 LG 1등급이라서 묻지도 따지지도 않고 구입결정 할수 있었어요!제품을 구매하고 만족하는 부분입니다.1. 900L급이라 사이즈가 정말 넉넉해요!ㄴ 기존 800리터급을 써보니 쪼금 부족했었거든요. 이거는 900리터가 넘어 훨씬 큰 느낌이에요!2. 4도어라 정말 편리합니다!ㄴ 반쪽만 열고 닫는게 진짜 편하더라구요!3. 냉장은 가운데 칸막이가 없어서 자유도가 좋네요!ㄴ기종 냉장고는 냉장실 가운데 칸막이가 있어 큰거를 못보관하고 답답했어요. 이거는 열자마자 시원함이 있어서 넘나 맘에 듭니다. 케？이나 수박통으로 보관하기 좋을갓 같아요!4. 색상 진짜 너무 이쁩니다!ㄴ 베이지색은 정말 너무너무 이쁩니다! 여러색상이 있지만 베이지가 역시 최고인듯 합니다.5. 카드 혜택이 있네요!ㄴ 카드혜택으로 할인도 되고 무이자 할부까지 되니 진짜 마음에 드네요! 냉장고 살때는 장기간 무이자 할부로 구입하는게 장점이네요!진짜 넘넘 이쁘고 맘에 들어 후기남겨봅니다!",100점,11번가,2024.09.11.,bk****
냉장고는 비스코프가 짱이에요!,"4월13일 주문후 예약설치일 4월16일 일정에 맞게 아주 빠르게 배송 및 설치완료했습니다.기존에 사용했던 냉장고 용량보다 커서 앞으로 장볼때 식자재 비용이 더 늘어날 것 같은 느낌적인 느낌.. ㅎ브랜드는 말할 것도 없고 냉장고 용량, 디자인, 색상, 그리고 무엇보다 푸드쇼케이스가 매우 마음에 듭니다.식수 및 음료 등등 자주 꺼내 마시는 타입이라 그냥 4도어 보단 푸드쇼케이스 있는 모델로 선별하느라 애좀 먹었답니다.설치기사님 두분 모두 매우 친절하게 잘설치해 주셨고 설치후 사용법도 잘알려주시고 여기까지 너무너무 맘에 들었는데 냉장고 운반과정에서 왼쪽 모서리 뒷부분을 바닥에 찧는 바람에 사진에서 처럼 왼쪽바닥 모서리 벽면이 벌어짐과 동시에 찌그러짐, 도장 스크래치 발생.. 너무 속상해요.. 물론 기사님께서 일부러 그러신건 아니지만, 소비자 입장에선 한두푼 하는 가전제품이 아니다 보니 매우 아쉬운 부분입니다.바닥에 충격이 가해져 발생한 문제인 만큼 나중에 문제가 생기면 어쩌죠",100점,G마켓,2024.04.17.,cr****
벼르다가 바꿨어요.,"14년 쓴 냉장고가 두 번 위기를 넘겨서, 곧 고장나면 바꾸려고 이 모델을 찜해놓고 기다리다가 이번 기회에 바꿨어요. 용량이 커서 넘 좋아요. 냉동실, 냉장실도 넓게 쓰기 좋구요. 냉동실 선반 슬라이딩 되는 것도 좋아요.큼직한 푸드쇼케이스도 맘에 듭니다. 젤 마음에 드는 건 902리터 용량이구요. 그 다음으로 크림베이지 색상입니다. 세련되게 주방이 훤해집니다.냉동실이 넉넉해서 아이들이 아이스크림도 쉽게 꺼내먹을 수 있고, 푸드쇼케이스에 물병 여러 개 넣어둘 수 있어 좋아요.기존 냉장고 수거 및 설치도 깔끔하게 해주시고 뒷정리도 다 해주셨어요. 좋은 가격에 만족합니다.",100점,G마켓,2024.09.15.,va****
만족합니다,"라이브 방송할때 못사서 아쉽지만 그래도 저렴한 가격에 잘샀습니다냉장고가 안되는건 아니었지만, 냉장실이 잘되지 안아서 냉장고 고르던중 발견했습니다저는 비싸고 여러성능 있는것보다는 기본에 충실한것으로요 모델 이 조전에 맞았습니다1.홈바 2.적정한가격 (250을 넘지 않을것).3용량850이상뭐 여기서 문짝 고르는것과. 냉동실 한칸 다른기능으로 쓸수있는거, 탈취 기능이 추가되는 한단계 높은것도 있었으나가격차이대비해서는 크게 매력을 못느꼈습니다어짜피 김치냉장고가 별도로있었고,문이야 그냥 깔끔 하면된다는생각,탈취있었도 100%냄새안나지는 않으니잡다한기능 빼니 요 모델이 냉장고의 기본에 충실하며,가격 적당하여 만족합니다",100점,G마켓,2024.09.20.,pu****
신세계,냉장고 하나로 이렇게 행복할수가사람이 여유로와 졌어요.기존에 있던 냉장고가 냉동이 안되다 야채실 밑에서 물이 고여서 일주일에 두번은 닦아내야지 그러다 냉동실에 얼음이. 얼지를 않으니 냉동고를 의지하면서 고르며 더 저렴하기를 차분히 기다려 본다지만 맘은 개운치 않는데 자다 깨서 지마켓에 들어가 검색하는데 이 제품이 확 눈에 들어와 보니 1등급에 홈빠도 있고 가격도 맘에 들었는데 문짝 색상에서 걸리는데 평글을 보니 다들 맘에 들어하고 고급스럽기 까지 한다니 그냥 구매하고 설치까지 하고보니 냉장고 안이 완전 화이트에 환하니 좋고 겉은 보니 그냥 괜찬다 정도이지만 넓고 스마트폰으로 연동해서 ai로 전기도 절약 기능으로 해주고 전기요금도 그때그때 볼수있고 문이 열리면 알려주니 완전 신세계이니 행복이 업됐고 여유까지. 생기니 쓰던 냉동고는 바로 당근에 내 놓고 냉동실로 옮겼는데 냉동실이 여유롭네요. 삼성전자 냉장고가 이번 만큼은 평생 썼으면 하는 바램으로 대 만족합니다. 기사님들 수고하셨,100점,G마켓,2024.08.28.,ch****
굿!,빠른 배송과 설치 후 스마트싱스앱기능 사용관리 설명 깔끔한 마무리 정리까지 만족!!!기존 12년된 삼성700L대 사용중 하단부분에서 물이 흐르고 점점 소음 횟수가 심한듯해 미리 매장 방문해 타제품과 비교후 불필요한 기능.이양이면 1등급.4도어 푸드쇼케이스 .신혼이 아닌 관계로 포인트 컬러보다는 인테리어톤 중점. 고려해 초이스했어요. 정말 무광 크래미 베이지컬러 색상 잘 뽑았네요. 예뽀용!그리고 기존 사이즈보다 높이랑 도어문 깊이 정도 차이에 옆면 동일 컬러로 적용해 돌출부위가 크게 보지 싫지않아요. 4도어라 개방감으로 내부가 넓어보이고 전 선반 색상이 투명(화이트)가 아니라 더 좋으네요. 더구나 이왕이면 24년 신제품에 대용량.한국생산이라고하니 선택 안 할 이유는 없겠죠. 추천해요~,100점,G마켓,2024.05.12.,ja****
잘산템입니다,"혼수가전으로 구입했던 지펠을 17년만에 떠나보냈어요한번구입하면 오랫동안 사용할 가전이라 모델 정하는것도 싸이트 정하는것도 이래저래 고민많았어요일단 에너지효율은 1등급일것용량은 크면클수록 좋은거고이왕이면 한국생산품일것거기다 푸드쇼케이스는 꼭 있을것원하는 조건 충족하는게 요 상품이였어요지라이브에서 마침 행사까지해서 아주 저렴하게 구입했답니다설치당일 기사님 두분오셔서 30분만에 후다닥 설치해주셨어요 두분이 어찌나 호흡이 잘맞으시던지...원하는 위치에 잘 설치해주시고 설명도 잘해주셨네요쓰레기도 완벽하게 처리해주셨고폐냉장고도 가져가 주셨어요소음이 있다는 후기가 있었던지라 걱정했는데걱정이 무색하게 조용하게 작동 잘되고 있어요넓직한 냉장실, 편리한 푸드쇼케이스성능좋은 냉동실까지 불편함없이 잘 쓰고 있어요",100점,G마켓,2024.09.30.,cy****
한달 이상 하용한 비스포크 냉장고 구매후기,16년동안 사용한 옛날 양문형냉장고가 냉각기 문제인지 물이 바닥을 적시기를 반복해서 급하게 삼성 비스포크 5도어 후기를 보고 구매하였습니다. 8시30분 첫집 배송으로 오셨는데 제가 생각한것보다 냉장고 설치 시간이 1시간 정도 걸리더라구요기사님 두분 오셔서 기존 냉장고 수거해가시고 냉장고가 커서 냉장고 문을 분리해서 가져가셨고 새 냉장고도 대용량이라 문을 분리해서 오신다고 친절히 설명해주셨습니다. 더운날씨에 저희집 이사 업체랑 공교롭게도 같은 시간대 대형차가 겹쳐서 더 불편하셨을텐데 친절히 설명해주시고 스마트 기능도 잘 설치 설명해주시고 중간중간 궁금한거 물어봐도 상세히 개인 의견도 말씀주시고 냉장고 위에 물건 올리는거는 삼가해달라고 하시고 냉장고 문 여닫는데 불편한게 없는지 궁금한거 물어보시고 점검해보시라고 안내해주셔서 믿음직스럽게 설치를 해주셔서 잘 구매하였다고 생각이 들었고 한달 조금 사용해본결과 얼음틀이 예전꺼는 반자동이 라서 지금꺼랑은 조금 불편감이 있는데 그래도 만족합니,100점,G마켓,2024.06.29.,tj****
라방때 무조건 사세요.,"냉장고가 고장나서 급하게 필요해서 매장두어곳돌아보고 사려고할때 라방을 봤는데 조건이 너무 좋은거에요. 냉장고 기능은 크게 다르지 않은상태에서. 외관이나 소재정도는 선택의폭이 좁지만 가격혜택이 다 커버합니다. 저는 쇼케이스가 중요해서 바로 질렀습니다. 900리터라서 전에 15년쓴 757리터 보다 많이 클까 공간을차지할까 걱정했는데 내부가 넓어진거라 외관이 많이 차이나지 않아 공간고민도 해결.하나, 친정것은 4도어 냉동실은 완전 분리칸인데 이 모델은 두 내동칸이 사진과같이 상단쪽이연결되어 있습니다. 참고하세요.배송일도 제가 급해서 당겼는데 맞춰주시고 배송, 설치해주셔서 완전 감사. 더운데 기사두분이 끝까지 신경써주시셔서 더욱 좋았습니다. 폐가전회수도 굿!완전추천합니다.",100점,G마켓,2024.09.16.,jy****
좋아요,"냉장고에 냉장이 고장나서... 급하게 검색해서 구입했어요.처음엔 다른곳에 메탈색상을 구매했었는데...배송이 15일정도 소유된다고 해서...구매취소하고, 다시 검색하다가 11번가에 슈팅설치가 있길래... 이곳에 재주문하고,희망날짜를 배송요청사항에 기재하고 기다렸더니,다음날 바로 희망날짜 배송해주신다고 문자오고, 희망날짜에 설치해주셨어요!!너무 급했는데... 다음날 배송안내 문자가 바로와서... 맘적으로 한숨둘렸지요~^^ 메탈색상 안하고 베이지도 설치하고 보니 이쁘네요!!아직 냉기가 다 올라온것 같이는 않구요.냉장고 열 진정되고 정상가동까지 이틀정도 걸린다고, 하시네요일단 기다려보는중 입니다.",80점,11번가,2024.08.25.,k2****
역시! 삼성입니다~^^,지난주 토요일 아침 냉장고 냉동쪽이 고장이나서…고민끝에 6/23일 주문을 하고 6/28일 배송 예약을 하였습니다. 맞벌이라 28일 연차까지 쓰면서 받은 냉장고 입니다.어차피 고장이 난 냉장고라 냉동쪽만 안되어서 큰 불편은 없었지만 냉동고에 식품은 모두 녹아서 버릴 수 밖에 없는 상황이라ㅠㅠㅠ며칠동안 모두 다 버리고 며칠 기다림끝에 12년동안 쓴 냉장고를 고이 보내드렸네요. 먼저 쓰던 타사 제품인 냉장고는 저희집 거실 바닥이 수평이 맞지를 않아서 A/S를 7곱번을 받았지만 더이상은 어려운 상황이라 그냥 썼었네요. 이번에 냉동 기능이 고장이나서 더이상 A/S를 받지를 않고 새 제품으로 교체를 하고 싶은 마음에 이곳저곳 제품을 찾아 다니다 이 제품을 보고 가격과 기능 색상까지 꼭 마음에 들어서 망설임없이 바로 사버렸네요. 예약 전날 저녁 기사님께서 친절하게 28일 낮 12시쯤에 오신다고 하셨고 당일날 카톡으로 삼성전자로지텍에서 오전 11:30분에 오신다는 톡을 받고 난 뒤 기사님께서 도착 10분전이란 연락을 주셔서 미리 준비를 하는 시간을 주셔서 너무 좋았습니다. 기사님 두 분이 오셔서 폐가전(냉장고)부터 처리를 해 주셨고 수평이 맞지 않는 바닥부분에 받침대 하나만 놓으시고 냉장고를 너무나 맘에 쏙 들게 수평을 맞추어 주셔서 12년동안 내내 냉장고를 사용하는동안 마음이 개운하지 않았는데 오늘로서 너무나 행복한 일상이 될 듯 합니다. 역시 ~ 삼성이구나! 했습니다. 기사님들 너무 감사했습니다.,100점,G마켓,2024.06.29.,ne****
바꿔보상!! 삶의 질이 달라집니다,"큰 가전제품 바꾸는건 정말 생각처럼 쉽지가 않습니다아직되니까 어떻게든 쓰고 더 쓰고버틸만큼 버텨서당장 작동이 멈춰도 이상하지 않을 정도로 불안불안 했는데도 못 바꾸고 있던 참에...24년 모델에 900대 대용량을,심지어 푸드쇼케이스도 있는 모델을~~착한 가격에 행사도 많이 하고 있는 기회를 잡았습니다결국 큰맘 먹었습니다 ㅎㅎㅎ화이트컬러를 선호했는데 아이보리도 아니고 베이지라... 너무 진하고 촌스러울까 걱정 엄청했는데생각보다 아주 연한 아이보리 느낌입니다.오래된 주택이라 오히려 화이트보다 위화감 없이 잘 어울립니다.집안 분위기가 확!~ 달라진게 너무 뿌듯하고 기분 좋습니다.기존 냉장고가 전기세도 많이 나오고 용량도 작아서 불편했는데1등급에 AI절약모드가 있어 줄어들 전기세 기대되고냉장고 열때마다 쏟아지고 갑갑했는데기존 내용물 다 채워넣고도 남아 돕니다~ ㅋㅋ바꿔보상!! 삶의 질이 달라집니다~ ^0^",100점,G마켓,2024.06.27.,ka****
좋아요,"용량이 엄청 크다. 냉장고도 엄청 크다기존에 700리터쓰다가 900리터를 쓰니 엄청 크다크니까 냄비째, 대량의 과일들 수납력이 좋다냉장고 자체만보면 색상이 차분하고 이쁜데 기존냉장고들이 메탈이어서 너무 안어울린다 크다보니 단점두가지는. 집에 들이는게 너무 힘들었고 깊이가 깊어서 제일 안쪽은 팔이 잘 안닿아서 뒷쪽공간까지 안쓰게된다그래도 작은거보단 큰게 낫겠지. 냉장에 비해 냉동수납력은 조금 부족한듯하다딱 필요한 기본기능과 엄청난 용량으로 가성비 괜찮다",80점,11번가,2024.08.22.,am****
7월 중순에 주문하고 8월3일 입주에 맞춰 요청했는데 ...,"7월 중순에 주문하고 8월3일 입주에 맞춰 요청했는데 정확하게 배송 되었습니다제가 원한건 쇼케이스와 1등급 이었는데 이 모델이 가장 저렴했고 올해 나온 신상이어서 고민없이 선택했습니다사실 개인적으로 같은 모델 리파인드이녹스 색상을 원했으나 이 색상이 특가로 뜨는 바람에 구매했는데 밝은 베이지 색상이 실물로 보니 오히려 더 마음에 듭니다게다가 대용량이라 1인가구인 저는 냉장고 절반도 못채우고 있을 정도로 매우 광활합니다저는 김치냉장고를 따로 둘 생각이 없어서 사용하다보니 트리플냉각이 없는게 조금은 아쉽지만 애초에 이 모델은 보급형이기에 가격을 생각하면 충분히 납득이 됩니다쇼케이스,1등급,트리플냉각,uv탈취 등 모든 기능이 들어간 모델은 가격이 매우 올라가기 때문에 가성비로는 이것만한 모델도 없는 것 같습니다",100점,옥션,2024.08.30.,pj****
바꾸니까 너무 좋아요,"2007년에 산 지펠 냉장고 냉장실 아래 냉동실 아래 물이 새서 수리만 3번 하고도 물이 계속 새는 상태로 사용했는데 냉장고 장아래 나무에까지 물이 먹어서 드디어 바꿨어요~1등급에 4도어,푸드쇼케이스까지~제가 딱 원하던 냉장고 저렴하게 구입 했어요~평강에서 전에 공기청정기,식기세척기도 구매했는데 역시 저렴하고 믿을만 합니다!!베란다 창문이 엄청 크고 무거운데 그거 떼고 설치 하시느라 기사님 두분, 사다리차 기사님까지 너무 너무 고생하셨어요~설치도 너무 잘해주시고 정말 감사합니다 ^^",100점,G마켓,2024.07.04.,sk****
만족합니다~,"부모님께서 20년 넘게 사용하시던 냉장고와 이별하고 고민고민하다 요녀석으로 픽했어요. 삼성 비스포크로 선택한 이유는,20년 넘게 사용하면서 잔고장 한 번 없었음에너지효율 1등급900L 대용량4도어의 신선도 유지홈바 푸드쇼케이멀티냉각푸드 쇼케이스의 편리함냉기순환이 각기 이루어져 음식간의 냄새 섞임이 덜해서 편리한거 같아요. 넓어서 정말 좋은거 같아요.설치기사님의 이슈로 약속시간 딜레이 되었지만 친절하게 설치해주셔서 마음이 놓였어요.라이브가로 가격도 착하게 구입해서 가성비 최고. 적극추천합니다",100점,G마켓,2024.10.06.,yb****
착한 가격에 기분 좋은 구매~,이 삼복더위에 냉장고가 고장이 났네요.수리를 할까하다가 12년 썻으면 오래 쓴거라며 바꾸자고 해서 급하게 알아보게 되었어요.아무리 급해도 가격 디자인 안 따질수가 없더라고요.제가 볼땐 디자인은 거기서 거기인듯 해서 1등급에서 가격이 착한 녀석으로 선택했습니다.채우기 전에 사진을 찍었어야 했는데 휴~부끄럽네요.우선 냉장칸..너무 깊으면 불편할수있는데 적당해서 불편함 없을것 같아요.문쪽은 많이 넓어서 부피가 큰 음료나 생수도 여러개 넣을수 있을것 같아요.날씬한것들 넘어지지않게 칸막이도 있네요.냉동칸은 깊이감이 있어요. 스윽 당겨서 꺼낼수있게 되어있습니다.문쪽은 좀 좁은감이 있지만 소분되어있는것들 넣어서 쓰기엔 괜찮을거 같아요.앙증맞은 얼음틀도 있습니다.,100점,G마켓,2024.08.08.,ve****
